date,source,quantile,timeout,server,circlen,fp1,fp2,fpn,cw1,cw2,cwn,bt1,bt2,btn,start2req,req2fb
2020-05-11,op-nl2,0.8,1500,public,3,09A70E39,F30D92CA,615ABEA2,91700,11000,53000,120,70,120,130,110
2020-05-11,op-nl2,0.8,1500,onion,3,B2D03CDF,F2E7E8F3,CE34F2DA,12600,88300,15000,170,70,120,2720,320
2020-05-11,op-nl2,0.8,1500,onion,3,5C5D61F2,221546DA,127887BF,20000,82900,21000,80,70,100,2360,200
2020-05-11,op-nl2,0.8,1500,onion,3,E4A7CF32,11ABDB4D,F5F40195,38900,50700,121000,100,70,70,1950,170
2020-05-11,op-nl2,0.8,1500,public,3,7C22E89A,B25427A8,EB902DF8,90500,99000,6170,20,50,70,80,440
2020-05-11,op-nl2,0.8,1500,onion,3,C7A016E1,87A2EABE,9B2BC7EF,42200,11500,179000,60,40,70,1980,200
2020-05-11,op-nl2,0.8,1500,onion,3,303509AB,9684C4D6,6E33D410,64000,36100,94900,200,80,120,3370,450
2020-05-11,op-nl2,0.8,1500,public,3,0C278101,8BE79CE3,5C4B505F,11800,88000,15800,530,270,340,260,270
2020-05-11,op-nl2,0.8,1500,onion,3,87A2EABE,6940247E,F025EF03,11500,35200,9490,60,40,170,4400,330
2020-05-11,op-nl2,0.8,1500,onion,3,DC9564AE,A857DA8F,9B2BC7EF,80000,19000,179000,70,60,100,5740,170
2020-05-11,op-nl2,0.8,1500,onion,3,BE9B12FA,500FE4D6,CEC92F3B,94700,108000,63100,60,50,130,4630,420
2020-05-11,op-nl2,0.8,1500,public,3,A9F5135A,66749D24,78EBA3F8,18000,11300,20400,40,50,60,70,60
2020-05-11,op-nl2,0.8,1500,onion,3,B74DABBE,C4423181,C22BA9ED,65000,5220,18000,70,140,220,2450,460
2020-05-11,op-nl2,0.8,1500,public,3,CD249CC1,6E33D410,4164664,18600,103000,14300,170,100,230,330,330
2020-05-11,op-nl2,0.8,1500,public,3,14D57DED,51064561,DDE392BA,91600,30300,25800,80,30,60,110,90
2020-05-11,op-nl2,0.8,1500,onion,3,C55AC423,3C2DED9A,EFDEEA7F,15000,1530,5500,60,50,130,2600,350
2020-05-11,op-nl2,0.8,1500,onion,3,6CE694FA,82375C2B,84BE4038,24400,13800,1080,60,70,330,4540,740
2020-05-11,op-nl2,0.8,1500,onion,3,D0273C85,47175EA5,322C6E3A,63000,30000,24000,190,30,60,4280,410
2020-05-11,op-nl2,0.8,1500,onion,3,16672A88,F83A64E0,0CDCFB0B,10500,44000,12400,400,220,230,4830,320
2020-05-11,op-nl2,0.8,1500,onion,3,395D2932,56784608,8990AEA9,96700,15000,98400,70,60,90,2070,310
2020-05-11,op-nl2,0.8,1500,onion,3,2AA5F598,88748052,F6740DEA,94500,47200,93800,90,40,60,2080,170
2020-05-11,op-nl2,0.8,1500,onion,3,00B57BF6,07C7CFE3,79D11041,33000,85600,32300,160,80,130,3630,370
2020-05-11,op-nl2,0.8,1500,onion,3,D7D4257E,88D5F0BD,60CA2957,12800,6100,29300,60,70,100,3350,190
2020-05-11,op-nl2,0.8,1500,onion,3,AE17FAAF,21F2F6EC,973B219F,51000,43100,11800,40,70,200,2530,360
2020-05-11,op-nl2,0.8,1500,onion,3,FD8F11C9,9EB3FD84,D0273C85,39900,93000,63000,90,60,70,2220,400
2020-05-11,op-nl2,0.8,1500,public,3,DBE82FA2,AF7B4AA1,5628495D,113000,7390,34800,80,40,60,90,50
2020-05-11,op-nl2,0.8,1500,onion,3,DB268215,126E438B,131C2E46,28100,1700,3340,60,90,880,3980,430
2020-05-11,op-nl2,0.8,1500,onion,3,237AB829,44BD70C1,FB016E16,68000,84000,95200,170,60,110,2680,190
2020-05-11,op-nl2,0.8,1500,public,3,1079E628,FB691D6E,F1A36F0D,60800,37000,37200,90,40,70,80,80
2020-05-11,op-nl2,0.8,1500,public,3,E97DAC45,76D2EBA8,B4DD1F46,59000,58100,63000,50,60,260,100,100
2020-05-11,op-nl2,0.8,1500,onion,3,D2F4DAC5,E7882187,E5CC91BA,17800,25000,60300,50,70,120,2720,290
2020-05-11,op-nl2,0.8,1500,onion,3,BF0FB582,5AD3FB65,901CBA6F,140000,30400,36700,20,100,80,2300,220
2020-05-11,op-nl2,0.8,1500,onion,3,96CFE178,DBE82FA2,F5F40195,58000,112000,120000,100,80,60,4780,250
2020-05-11,op-nl2,0.8,1500,public,3,1188DC54,83B5DB94,E64447A3,17300,1200,54600,90,170,890,360,380
2020-05-11,op-nl2,0.8,1500,onion,3,6FB20BB0,EBE718E1,52BFADA8,16300,61400,27000,180,130,110,4670,240
2020-05-11,op-nl2,0.8,1500,onion,3,BE873759,6CE694FA,799B6701,21200,24300,13800,90,80,130,2620,370
2020-05-11,op-nl2,0.8,1500,public,3,BD4C6475,620DB859,4273E6D1,78300,2620,110000,90,210,240,240,240
2020-05-11,op-nl2,0.8,1500,public,3,DC9564AE,F27CC27E,562C61C7,81000,57600,29000,80,50,80,170,90
2020-05-11,op-nl2,0.8,1500,public,3,06BBEAA6,7272FA27,28F4F392,59400,24000,55600,110,90,110,170,330
2020-05-11,op-nl2,0.8,1500,public,3,CC9D101A,CBBA40F7,538087BE,33000,48000,14000,120,70,140,270,230
2020-05-11,op-nl2,0.8,1500,onion,3,6FBD65C2,8111FEB4,0C93559D,56300,53000,9800,60,60,70,10100,340
2020-05-11,op-nl2,0.8,1500,onion,3,FC342229,DF02E357,12FD624E,49000,2600,9480,20,60,90,2450,280
2020-05-11,op-nl2,0.8,1500,public,3,82D544A7,5499507,A5DD33AB,75800,55300,49300,200,60,110,120,80
2020-05-11,op-nl2,0.8,1500,onion,3,E14F6B38,AE17FAAF,F8DE8132,56900,51000,159000,60,50,100,2750,380
2020-05-11,op-nl2,0.8,1500,onion,3,980B28A1,9B5ED337,02648F2F,53000,25400,6200,180,180,340,3020,590
2020-05-11,op-nl2,0.8,1500,onion,3,BF735F66,B25427A8,E809D990,23000,99000,45500,80,70,100,2530,200
2020-05-11,op-nl2,0.8,1500,onion,3,A066E798,B13C2C56,9B2BC7EF,28200,36000,179000,60,60,120,3750,240
2020-05-11,op-nl2,0.8,1500,onion,3,C3263F4B,DE8B3D09,D079D681,33000,830,79000,70,190,400,5020,690
2020-05-11,op-nl2,0.8,1500,onion,3,FA1845C3,F37958CF,F8DE8132,39700,24400,159000,180,100,280,7800,570
2020-05-11,op-nl2,0.8,1500,onion,3,767E444E,638D91FC,131C2E46,28000,90800,3320,160,90,220,9900,410
2020-05-11,op-nl2,0.8,1500,onion,3,A99B0D9E,A77DF729,1E1A7C91,102000,4220,66000,90,140,250,6620,370
2020-05-11,op-nl2,0.8,1500,public,3,080BBF9B,C70A3CB3,10644CF3,2260,890,57200,300,120,160,180,280
2020-05-11,op-nl2,0.8,1500,onion,3,2D416970,614203,D1D84400,2770,27300,6140,310,100,140,2460,320
2020-05-11,op-nl2,0.8,1500,onion,3,993541AA,57F1B5F9,8DA235C4,75000,10900,1970,90,30,110,2650,430
2020-05-11,op-nl2,0.8,1500,onion,3,D002C061,5293A831,790FABD5,9500,16000,2100,100,40,70,3450,550
2020-05-11,op-nl2,0.8,1500,onion,3,D5B81AEF,C3E0E9EA,3BAACE14,65500,56000,103000,80,80,160,1920,330
2020-05-11,op-nl2,0.8,1500,onion,3,18B160CD,746B3C4B,F9674F45,57000,29000,52000,70,80,140,2060,260
2020-05-11,op-nl2,0.8,1500,onion,3,C472B1BF,775B0FAF,D05F41CB,6500,15100,19100,50,40,50,3790,310
2020-05-11,op-nl2,0.8,1500,onion,3,645C3F05,6F2F4B0D,39C6F833,77000,18000,15000,40,120,1080,3720,430
2020-05-11,op-nl2,0.8,1500,onion,3,D80EA216,6D72E970,DA84D417,67000,14900,11000,170,90,150,8950,280
2020-05-11,op-nl2,0.8,1500,public,3,40CDE936,E5AA85FA,072D3A60,92300,35000,12500,140,80,150,120,150
2020-05-11,op-nl2,0.8,1500,public,3,DCE5AA5B,B576A394,54A4820B,7650,43200,14000,20,30,170,270,300
2020-05-11,op-nl2,0.8,1500,public,3,03910F28,6FBD65C2,C868608B,125000,67000,44400,80,60,80,110,70
2020-05-11,op-nl2,0.8,1500,public,3,356B94BA,C026B8FC,EB8DB087,20200,31600,12300,130,70,140,250,270
2020-05-11,op-nl2,0.8,1500,onion,3,D079D681,BF735F66,B9F4367C,79000,24700,36900,30,130,90,2670,250
2020-05-11,op-nl2,0.8,1500,public,3,86C281AD,84DF798C,FB879603,40000,572,21900,190,120,510,420,170
2020-05-11,op-nl2,0.8,1500,onion,3,A0261C16,F7B024DB,60F2139E,31000,37000,26500,70,50,170,3070,500
2020-05-11,op-nl2,0.8,1500,public,3,CB6D9B6B,EE010EF8,CB6A718A,20800,88000,32300,80,40,110,100,130
2020-05-11,op-nl2,0.8,1500,public,3,6E33D410,5EA7CDEA,0ED4CA8A,101000,19900,31400,20,70,120,170,200
2020-05-11,op-nl2,0.8,1500,public,3,153F2572,A4F11D69,58A0C69E,42300,62000,16900,100,110,190,270,260
2020-05-11,op-nl2,0.8,1500,onion,3,856DAB2F,3D5D6178,021DDCD6,25000,51000,37500,190,100,120,3840,280
2020-05-11,op-nl2,0.8,1500,onion,3,6A1394D6,1CD48F4E,EA43347E,15000,110000,22000,190,80,120,2840,210
2020-05-11,op-nl2,0.8,1500,onion,3,BE9B12FA,98E793DE,A0F37CE6,93400,10600,16000,60,50,160,2620,290
2020-05-11,op-nl2,0.8,1500,public,3,DA8D76F5,80C113BC,8EE05345,123000,24900,54600,90,110,110,140,90
2020-05-11,op-nl2,0.8,1500,public,3,78378DDD,6E33D410,719FD0FA,30200,101000,88800,100,60,90,140,120
2020-05-11,op-nl2,0.8,1500,public,3,20E7A5B5,2EB3C230,C0912A43,17600,53500,38000,500,180,200,230,200
2020-05-11,op-nl2,0.8,1500,onion,3,5293A831,599A7087,9A38565F,16000,54000,4720,150,80,120,6150,300
2020-05-11,op-nl2,0.8,1500,onion,3,CEE804FA,F1886AA4,22A6BE98,6200,76500,11000,430,320,330,3650,530
2020-05-11,op-nl2,0.8,1500,onion,3,333C874B,1C8B3C3D,16FD7E5D,31700,110000,42000,130,50,100,2240,230
2020-05-11,op-nl2,0.8,1500,public,3,A5AF5D19,4EBE3B18,B34DAEB0,5610,26200,21900,140,60,170,260,270
2020-05-11,op-nl2,0.8,1500,onion,3,43C83536,7A3E534C,6E4B0D42,94000,190000,22200,110,70,110,2290,250
2020-05-11,op-nl2,0.8,1500,onion,3,7C22E89A,B4A96C08,153F2572,89300,97600,42300,50,60,110,3770,550
2020-05-11,op-nl2,0.8,1500,public,3,6FF440DF,21AC6EF1,E7FC24A3,79900,16500,25200,160,130,230,250,240
2020-05-11,op-nl2,0.8,1500,public,3,06BBEAA6,E3D72E97,9ECEC047,62000,65800,16600,120,70,120,170,150
2020-05-11,op-nl2,0.8,1500,onion,3,7FA3FA52,8E5F4EE4,0677DF0B,92000,48500,37300,80,60,100,13280,270
2020-05-11,op-nl2,0.8,1500,onion,3,E5CC91BA,BF716862,72F85F15,70400,6500,5780,110,170,330,4050,600
2020-05-11,op-nl2,0.8,1500,public,3,9388D224,7F138EE1,C78AFFEE,22800,21400,15200,90,60,210,330,300
2020-05-11,op-nl2,0.8,1500,onion,3,5DB9AE27,EBCBB6E0,AB687988,120000,40900,32300,60,90,160,3230,410
2020-05-11,op-nl2,0.8,1500,onion,3,54371D64,BD4C6475,214148A9,16300,77800,35900,420,280,360,3670,470
2020-05-11,op-nl2,0.8,1500,public,3,3E099ECD,7FA3FA52,C0C08D30,15400,92000,41300,100,60,90,110,80
2020-05-11,op-nl2,0.8,1500,public,3,21AC6EF1,2BAF092E,50AA9FEA,16500,19700,79700,460,320,390,420,350
2020-05-11,op-nl2,0.8,1500,onion,3,1CDCB48F,801FC546,EB6EFB27,32600,5300,13900,140,100,180,2900,320
2020-05-11,op-nl2,0.8,1500,onion,3,0085057C,40CDE936,B79B3DFF,110000,94000,7130,150,120,110,5440,230
2020-05-11,op-nl2,0.8,1500,onion,3,A810FF1E,E17745C6,21F2F6EC,8500,21000,45700,20,80,130,3360,480
2020-05-11,op-nl2,0.8,1500,public,3,3F065BB0,8.2653E+047,DE847D94,60600,8710,53300,70,80,120,170,160
2020-05-11,op-nl2,0.8,1500,public,3,C1B8C688,7674C383,B135DDBA,21900,54000,16000,550,190,220,240,340
2020-05-11,op-nl2,0.8,1500,onion,3,F27D5D7D,F8DE8132,BF7BFCB3,5730,163000,35000,230,170,190,3780,620
2020-05-11,op-nl2,0.8,1500,onion,3,DBE82FA2,99D5C9A5,9BDE2A88,110000,38100,19000,90,60,200,2290,250
2020-05-11,op-nl2,0.8,1500,onion,3,F15F5BBB,153F2572,2A293E4C,81800,42300,1740,120,80,230,6060,990
2020-05-11,op-nl2,0.8,1500,onion,3,D52A1603,B058FBDE,41011800000000,60000,51700,18100,50,60,110,5260,490
2020-05-11,op-nl2,0.8,1500,onion,3,E3D61BAE,EEDF0AF1,BF0FB582,120000,64000,140000,80,60,80,3420,640
2020-05-11,op-nl2,0.8,1500,onion,3,64E257D9,AF1FC704,63540827,110000,22300,160000,80,50,120,6720,190
2020-05-11,op-nl2,0.8,1500,onion,3,BEBA52AC,1C15FD23,316DE45E,16600,14000,11000,170,170,340,3370,480
2020-05-11,op-nl2,0.8,1500,onion,3,3F43D058,6A1394D6,13557448,29800,11300,100000,150,140,180,4660,400
2020-05-11,op-nl2,0.8,1500,public,3,A400CF83,438E8C21,A53C46F5,27000,13100,15100,90,140,190,330,280
2020-05-11,op-nl2,0.8,1500,onion,3,12DFC9D1,4C5B8134,4EC87AAB,2400,14500,40000,280,100,140,2780,240
2020-05-11,op-nl2,0.8,1500,onion,3,50F6216A,D8A2D008,B872BA68,1700,75000,97900,150,70,100,2750,390
2020-05-11,op-nl2,0.8,1500,onion,3,00B57BF6,5645739E,61004152,33000,8660,53000,160,80,120,6930,320
2020-05-11,op-nl2,0.8,1500,onion,3,DEF8C760,6DFEB41C,A597AC86,57500,59000,99100,80,80,70,2070,160
2020-05-11,op-nl2,0.8,1500,onion,3,AC66FFA4,E809D990,CBB5AE37,47500,63700,24600,110,50,100,21290,360
2020-05-11,op-nl2,0.8,1500,public,3,58F3E295,D123C0F8,00ED5AF8,71000,35000,17000,130,60,90,110,150
2020-05-11,op-nl2,0.8,1500,onion,3,1C15FD23,B2F594A1,E235941C,14000,21400,4600,590,290,430,7360,680
2020-05-11,op-nl2,0.8,1500,public,3,94890F37,9FD5EB48,C86B984E,29300,2080,12000,80,110,240,260,280
2020-05-11,op-nl2,0.8,1500,onion,3,82ED9AEC,E809D990,13557448,89300,63700,100000,80,430,200,3250,230
2020-05-11,op-nl2,0.8,1500,public,3,91517F21,FB372043,48D3CB99,105000,2880,19000,80,90,200,280,180
2020-05-11,op-nl2,0.8,1500,public,3,1C3C4AEF,C31413C3,CD97DD08,7590,7500,56900,530,220,280,300,300
2020-05-11,op-nl2,0.8,1500,onion,3,84CB0782,B6F03C34,FD449127,21600,13500,78300,50,70,90,2340,200
2020-05-11,op-nl2,0.8,1500,public,3,12D552E8,7B7BE656,E973082A,91000,11200,21500,100,80,120,130,140
2020-05-11,op-nl2,0.8,1500,onion,3,874D8438,34F5D33D,500FE4D6,81300,21200,109000,30,50,90,2910,410
2020-05-11,op-nl2,0.8,1500,public,3,40CDE936,B70629C2,194ED740,88000,44000,50000,90,60,80,9840,90
2020-05-11,op-nl2,0.8,1500,public,3,BF7BFCB3,FB52C73C,229D865D,35000,4040,18900,120,60,90,120,150
2020-05-11,op-nl2,0.8,1500,public,3,A6E0F950,9BDE2A88,8FDEAE75,58000,19000,20000,110,70,120,160,170
2020-05-11,op-nl2,0.8,1500,public,3,7C292760,16FD7E5D,B22169DD,13800,43000,15400,230,150,190,210,280
2020-05-11,op-nl2,0.8,1500,onion,3,C63110BD,A4012641,47175EA5,106000,19000,33500,80,90,130,18450,260
2020-05-11,op-nl2,0.8,1500,onion,3,A9F71854,578A44CD,968CB7DA,8500,8640,49200,250,100,140,6980,330
2020-05-11,op-nl2,0.8,1500,public,3,837D5EA5,87AA1BE4,DDE392BA,39100,21000,25800,250,160,270,260,300
2020-05-11,op-nl2,0.8,1500,onion,3,7FA3FA52,42B4F52C,8101421B,93000,119000,14700,80,30,70,4080,440
2020-05-11,op-nl2,0.8,1500,onion,3,425E358E,8A7742AD,856B7EFB,9000,7160,41600,110,80,160,3540,530
2020-05-11,op-nl2,0.8,1500,onion,3,63540827,77A56CB2,0C8A49FE,160000,65000,22700,130,60,100,3420,470
2020-05-11,op-nl2,0.8,1500,onion,3,65695D1F,D303A904,43C83536,6500,32000,94000,230,200,400,2960,570
2020-05-11,op-nl2,0.8,1500,onion,3,F6740DEA,EECADDB0,B7CC64C5,94000,13000,647,80,70,110,4090,210
2020-05-11,op-nl2,0.8,1500,onion,3,9D9CE9DB,EEA500A2,B25427A8,55400,36600,97000,80,60,110,2230,240
2020-05-11,op-nl2,0.8,1500,public,3,316DE45E,8101421B,4AD9C116,11000,14700,30400,160,70,240,120,110
2020-05-11,op-nl2,0.8,1500,public,3,E3D61BAE,81E18725,2DFDEA5D,120000,88000,34000,80,40,90,330,190
2020-05-11,op-nl2,0.8,1500,public,3,7674C383,09A70E39,81B75D53,54000,79000,59300,70,60,70,100,120
